PassengerId,Name,Sex,No_of_siblings_aboard,Parents_&_children,Ticket, Ticket_Fare ,Port_Embarked,Age_Group,Citizens_Status,survivors
371, Mr. George Achilles,male,1,0,11765, £55.44 ,Cherbourg,Youth,First class,survivor
372, Mr. Jakob Alfred,male,1,0,3101267, £6.50 ,Southampton,Youth,Third class,dead
373, Mr. William Thomas,male,0,0,323951, £8.05 ,Southampton,Youth,Third class,dead
374, Mr. Sante,male,0,0,PC 17760, £135.63 ,Cherbourg,Youth,First class,dead
375, Miss. Stina Viola,female,3,1,349909, £21.08 ,Southampton,kid,Third class,dead
377, Miss. Aurora Adelia,female,0,0,C 7077, £7.25 ,Southampton,Youth,Third class,survivor
378, Mr. Harry Elkins,male,0,2,113503, £211.50 ,Cherbourg,Youth,First class,dead
379, Mr. Tannous,male,0,0,2648, £4.01 ,Cherbourg,Youth,Third class,dead
380, Mr. Karl Gideon,male,0,0,347069, £7.78 ,Southampton,Youth,Third class,dead
381, Miss. Rosalie,female,0,0,PC 17757, £227.52 ,Cherbourg,middle age,First class,survivor
382," Miss. Maria Mary""""""",female,0,2,2653, £15.74 ,Cherbourg,kid,Third class,survivor
383, Mr. Juho,male,0,0,STON/O 2. 3101293, £7.92 ,Southampton,middle age,Third class,dead
384, Mrs. Alexander Oskar,female,1,0,113789, £52.00 ,Southampton,middle age,First class,survivor
386, Mr. Charles Henry,male,0,0,S.O.C. 14879, £73.50 ,Southampton,Youth,Second class,dead
387, Master. Sidney Leonard,male,5,2,CA 2144, £46.90 ,Southampton,kid,Third class,dead
388, Miss. Kate,female,0,0,27849, £13.00 ,Southampton,middle age,Second class,survivor
390, Miss. Bertha,female,0,0,SC 1748, £12.00 ,Cherbourg,Teen,Second class,survivor
391, Mr. William Ernest,male,1,2,113760, £120.00 ,Southampton,middle age,First class,survivor
392, Mr. Carl Olof,male,0,0,350034, £7.80 ,Southampton,Youth,Third class,survivor
393, Mr. Johan Birger,male,2,0,3101277, £7.92 ,Southampton,Youth,Third class,dead
394, Miss. Marjorie,female,1,0,35273, £113.28 ,Cherbourg,Youth,First class,survivor
395, Mrs. Hjalmar Agnes,female,0,2,PP 9549, £16.70 ,Southampton,Youth,Third class,survivor
396, Mr. Erik,male,0,0,350052, £7.80 ,Southampton,Youth,Third class,dead
397, Miss. Elina,female,0,0,350407, £7.85 ,Southampton,middle age,Third class,dead
398, Mr. Peter David,male,0,0,28403, £26.00 ,Southampton,middle age,Second class,dead
399, Dr. Alfred,male,0,0,244278, £10.50 ,Southampton,Youth,Second class,dead
400, Mrs. William H,female,0,0,240929, £12.65 ,Southampton,Youth,Second class,survivor
401, Mr. Juha,male,0,0,STON/O 2. 3101289, £7.92 ,Southampton,middle age,Third class,survivor
402, Mr. John,male,0,0,341826, £8.05 ,Southampton,Youth,Third class,dead
403, Miss. Mari Aina,female,1,0,4137, £9.82 ,Southampton,Youth,Third class,dead
404, Mr. Pekka Pietari,male,1,0,STON/O2. 3101279, £15.85 ,Southampton,Youth,Third class,dead
405, Miss. Marija,female,0,0,315096, £8.66 ,Southampton,Youth,Third class,dead
406, Mr. Shadrach,male,1,0,28664, £21.00 ,Southampton,middle age,Second class,dead
407, Mr. Carl/Charles Peter,male,0,0,347064, £7.75 ,Southampton,old,Third class,dead
408, Master. William Rowe,male,1,1,29106, £18.75 ,Southampton,kid,Second class,survivor
409, Mr. Hans Martin,male,0,0,312992, £7.78 ,Southampton,Youth,Third class,dead
413, Miss. Daisy E,female,1,0,19928, £90.00 ,Queenstown,middle age,First class,survivor
415, Mr. Johan Julian,male,0,0,STON/O 2. 3101269, £7.92 ,Southampton,middle age,Third class,survivor
417, Mrs. James Vivian,female,1,1,28220, £32.50 ,Southampton,middle age,Second class,survivor
418, Miss. Lyyli Karoliina,female,0,2,250652, £13.00 ,Southampton,Youth,Second class,survivor
419, Mr. William John,male,0,0,28228, £13.00 ,Southampton,Youth,Second class,dead
420, Miss. Catharina,female,0,2,345773, £24.15 ,Southampton,kid,Third class,dead
422, Mr. David,male,0,0,A/5. 13032, £7.73 ,Queenstown,Youth,Third class,dead
423, Mr. Leo,male,0,0,315082, £7.88 ,Southampton,Youth,Third class,dead
424, Mrs. Ernst Gilbert,female,1,1,347080, £14.40 ,Southampton,Youth,Third class,dead
425, Mr. Viktor Richard,male,1,1,370129, £20.21 ,Southampton,Youth,Third class,dead
427, Mrs. Charles V,female,1,0,2003, £26.00 ,Southampton,Youth,Second class,survivor
428, Miss. Kate Florence,female,0,0,250655, £26.00 ,Southampton,Youth,Second class,survivor
430, Mr. Berk Berk,male,0,0,SOTON/O.Q. 392078, £8.05 ,Southampton,middle age,Third class,survivor
431, Mr. Mauritz Hakan,male,0,0,110564, £26.55 ,Southampton,Youth,First class,survivor
433, Mrs. Charles Alexander,female,1,0,SC/AH 3085, £26.00 ,Southampton,middle age,Second class,survivor
434, Mr. Nikolai Erland,male,0,0,STON/O 2. 3101274, £7.12 ,Southampton,Teen,Third class,dead
435, Mr. William Baird,male,1,0,13507, £55.90 ,Southampton,middle age,First class,dead
436, Miss. Lucile Polk,female,1,2,113760, £120.00 ,Southampton,Teen,First class,survivor
437, Miss. Doolina Margaret,female,2,2,W./C. 6608, £34.38 ,Southampton,Youth,Third class,dead
438, Mrs. Sidney Emily,female,2,3,29106, £18.75 ,Southampton,Youth,Second class,survivor
439, Mr. Mark,male,1,4,19950, £263.00 ,Southampton,old,First class,dead
440, Mr. Johan Henrik,male,0,0,C.A. 18723, £10.50 ,Southampton,middle age,Second class,dead
441, Mrs. Benjamin Esther,female,1,1,F.C.C. 13529, £26.25 ,Southampton,middle age,Second class,survivor
442, Mr. Leon,male,0,0,345769, £9.50 ,Southampton,Youth,Third class,dead
443, Mr. Johan Emil,male,1,0,347076, £7.78 ,Southampton,Youth,Third class,dead
444, Ms. Encarnacion,female,0,0,230434, £13.00 ,Southampton,Youth,Second class,survivor
446, Master. Washington,male,0,2,33638, £81.86 ,Southampton,kid,First class,survivor
447, Miss. Madeleine Violet,female,0,1,250644, £19.50 ,Southampton,Teen,Second class,survivor
448, Mr. Frederic Kimber,male,0,0,113794, £26.55 ,Southampton,middle age,First class,survivor
449, Miss. Marie Catherine,female,2,1,2666, £19.26 ,Cherbourg,kid,Third class,survivor
450, Major. Arthur Godfrey,male,0,0,113786, £30.50 ,Southampton,old,First class,survivor
451, Mr. Edwy Arthur,male,1,2,C.A. 34651, £27.75 ,Southampton,middle age,Second class,dead
453, Mr. Benjamin Laventall,male,0,0,113051, £27.75 ,Cherbourg,Youth,First class,dead
454, Mr. Samuel L,male,1,0,17453, £89.10 ,Cherbourg,middle age,First class,survivor
456, Mr. Ivan,male,0,0,349240, £7.90 ,Cherbourg,Youth,Third class,survivor
457, Mr. Francis Davis,male,0,0,13509, £26.55 ,Southampton,old,First class,dead
459, Miss. Ellen,female,0,0,F.C.C. 13531, £10.50 ,Southampton,middle age,Second class,survivor
461, Mr. Harry,male,0,0,19952, £26.55 ,Southampton,middle age,First class,survivor
462, Mr. William,male,0,0,364506, £8.05 ,Southampton,middle age,Third class,dead
463, Mr. Arthur H,male,0,0,111320, £38.50 ,Southampton,middle age,First class,dead
464, Mr. Jacob Christian,male,0,0,234360, £13.00 ,Southampton,middle age,Second class,dead
466, Mr. Manuel Estanslas,male,0,0,SOTON/O.Q. 3101306, £7.05 ,Southampton,middle age,Third class,dead
468, Mr. John Montgomery,male,0,0,113792, £26.55 ,Southampton,old,First class,dead
470, Miss. Helene Barbara,female,2,1,2666, £19.26 ,Cherbourg,kid,Third class,survivor
472, Mr. Luka,male,0,0,315089, £8.66 ,Southampton,middle age,Third class,dead
473, Mrs. Edwy Arthur,female,1,2,C.A. 34651, £27.75 ,Southampton,middle age,Second class,survivor
474, Mrs. Amin S,female,0,0,SC/AH Basle 541, £13.79 ,Cherbourg,Youth,Second class,survivor
475, Miss. Ida Sofia,female,0,0,7553, £9.84 ,Southampton,Youth,Third class,dead
477, Mr. Peter Henry,male,1,0,31027, £21.00 ,Southampton,middle age,Second class,dead
478, Mr. Lewis Richard,male,1,0,3460, £7.05 ,Southampton,Youth,Third class,dead
479, Mr. Nils August,male,0,0,350060, £7.52 ,Southampton,Youth,Third class,dead
480, Miss. Hildur E,female,0,1,3101298, £12.29 ,Southampton,kid,Third class,survivor
481, Master. Harold Victor,male,5,2,CA 2144, £46.90 ,Southampton,kid,Third class,dead
483, Mr. Richard Henry,male,0,0,A/5 3594, £8.05 ,Southampton,middle age,Third class,dead
484, Mrs. Hedwig ,female,0,0,4134, £9.59 ,Southampton,old,Third class,survivor
485, Mr. Dickinson H,male,1,0,11967, £91.08 ,Cherbourg,Youth,First class,survivor
487, Mrs. Frederick Maxfield,female,1,0,19943, £90.00 ,Southampton,middle age,First class,survivor
488, Mr. Edward Austin,male,0,0,11771, £29.70 ,Cherbourg,old,First class,dead
489, Mr. Francis William,male,0,0,A.5. 18509, £8.05 ,Southampton,Youth,Third class,dead
490, Master. Eden Leslie,male,1,1,C.A. 37671, £15.90 ,Southampton,kid,Third class,survivor
492, Mr. Einar,male,0,0,SOTON/OQ 3101317, £7.25 ,Southampton,Youth,Third class,dead
493, Mr. Harry Markland,male,0,0,113787, £30.50 ,Southampton,old,First class,dead
494, Mr. Ramon,male,0,0,PC 17609, £49.50 ,Cherbourg,old,First class,dead
495, Mr. Edward Roland,male,0,0,A/4 45380, £8.05 ,Southampton,Youth,Third class,dead
497, Miss. Elizabeth Mussey,female,1,0,36947, £78.27 ,Cherbourg,old,First class,survivor
499, Mrs. Hudson J,female,1,2,113781, £151.55 ,Southampton,Youth,First class,dead
500, Mr. Olof,male,0,0,350035, £7.80 ,Southampton,Youth,Third class,dead
501, Mr. Petar,male,0,0,315086, £8.66 ,Southampton,Teen,Third class,dead
502, Miss. Mary,female,0,0,364846, £7.75 ,Queenstown,Youth,Third class,dead
504, Miss. Kristina Sofia,female,0,0,4135, £9.59 ,Southampton,middle age,Third class,dead
505, Miss. Roberta,female,0,0,110152, £86.50 ,Southampton,Teen,First class,survivor
506, Mr. Victor de,male,1,0,PC 17758, £108.90 ,Cherbourg,Youth,First class,dead
507, Mrs. Frederick Charles,female,0,2,26360, £26.00 ,Southampton,middle age,Second class,survivor
509, Mr. Henry Margido,male,0,0,C 4001, £22.52 ,Southampton,Youth,Third class,dead
510, Mr. Fang,male,0,0,1601, £56.50 ,Southampton,Youth,Third class,survivor
511, Mr. Eugene Patrick,male,0,0,382651, £7.75 ,Queenstown,Youth,Third class,survivor
513, Mr. James Robert,male,0,0,PC 17473, £26.29 ,Southampton,middle age,First class,survivor
514, Mrs. Martin Elizabeth,female,1,0,PC 17603, £59.40 ,Cherbourg,old,First class,survivor
515, Mr. Satio,male,0,0,349209, £7.50 ,Southampton,Youth,Third class,dead
516, Mr. William Anderson,male,0,0,36967, £34.02 ,Southampton,middle age,First class,dead
517, Mrs. Amelia Milley,female,0,0,C.A. 34260, £10.50 ,Southampton,middle age,Second class,survivor
519, Mrs. William A,female,1,0,226875, £26.00 ,Southampton,middle age,Second class,survivor
520, Mr. Stefo,male,0,0,349242, £7.90 ,Southampton,middle age,Third class,dead
521, Miss. Anne,female,0,0,12749, £93.50 ,Southampton,Youth,First class,survivor
522, Mr. Janko,male,0,0,349252, £7.90 ,Southampton,Youth,Third class,dead
524, Mrs. Louis Albert,female,0,1,111361, £57.98 ,Cherbourg,middle age,First class,survivor
526, Mr. James,male,0,0,367232, £7.75 ,Queenstown,middle age,Third class,dead
527, Miss. Lucy,female,0,0,W./C. 14258, £10.50 ,Southampton,middle age,Second class,survivor
529, Mr. Johan Werner,male,0,0,3101296, £7.92 ,Southampton,middle age,Third class,dead
530, Mr. Richard George,male,2,1,29104, £11.50 ,Southampton,Youth,Second class,dead
531, Miss. Phyllis May,female,1,1,26360, £26.00 ,Southampton,kid,Second class,survivor
533, Mr. Joseph Jr,male,1,1,2690, £7.23 ,Cherbourg,Teen,Third class,dead
535, Miss. Marija,female,0,0,315084, £8.66 ,Southampton,Youth,Third class,dead
536, Miss. Eva Miriam,female,0,2,F.C.C. 13529, £26.25 ,Southampton,kid,Second class,survivor
537, Major. Archibald Willingham,male,0,0,113050, £26.55 ,Southampton,middle age,First class,dead
538, Miss. Bertha,female,0,0,PC 17761, £106.42 ,Cherbourg,Youth,First class,survivor
540, Miss. Hedwig Margaritha,female,0,2,13568, £49.50 ,Cherbourg,Youth,First class,survivor
541, Miss. Harriet R,female,0,2,WE/P 5735, £71.00 ,Southampton,middle age,First class,survivor
542, Miss. Ingeborg Constanzia,female,4,2,347082, £31.28 ,Southampton,kid,Third class,dead
543, Miss. Sigrid Elisabeth,female,4,2,347082, £31.28 ,Southampton,Teen,Third class,dead
544, Mr. Edward,male,1,0,2908, £26.00 ,Southampton,middle age,Second class,survivor
545, Mr. Walter Donald,male,1,0,PC 17761, £106.42 ,Cherbourg,middle age,First class,dead
546, Mr. Arthur Ernest,male,0,0,693, £26.00 ,Southampton,old,First class,dead
547, Mrs. Edward Ethel,female,1,0,2908, £26.00 ,Southampton,Youth,Second class,survivor
549, Mr. Frank John,male,1,1,363291, £20.52 ,Southampton,middle age,Third class,dead
550, Master. John Morgan,male,1,1,C.A. 33112, £36.75 ,Southampton,kid,Second class,survivor
551, Mr. John Borland,male,0,2,17421, £110.88 ,Cherbourg,Teen,First class,survivor
552, Mr. Percival James,male,0,0,244358, £26.00 ,Southampton,Youth,Second class,dead
554," Mr. Fahim Philip""",male,0,0,2620, £7.22 ,Cherbourg,Youth,Third class,survivor
555, Miss. Velin,female,0,0,347085, £7.78 ,Southampton,Youth,Third class,survivor
556, Mr. George,male,0,0,113807, £26.55 ,Southampton,old,First class,dead
557, Lady. Lucille Christiana,female,1,0,11755, £39.60 ,Cherbourg,middle age,First class,survivor
559, Mrs. Emil Tillie,female,1,1,110413, £79.65 ,Southampton,middle age,First class,survivor
560, Mrs. Guillaume Joseph,female,1,0,345572, £17.40 ,Southampton,middle age,Third class,survivor
562, Mr. Husein,male,0,0,349251, £7.90 ,Southampton,middle age,Third class,dead
563, Mr. Robert Douglas,male,0,0,218629, £13.50 ,Southampton,Youth,Second class,dead
566, Mr. Alfred J,male,2,0,A/4 48871, £24.15 ,Southampton,Youth,Third class,dead
567, Mr. Ilia,male,0,0,349205, £7.90 ,Southampton,Youth,Third class,dead
568, Mrs. Nils Alma,female,0,4,349909, £21.08 ,Southampton,Youth,Third class,dead
570, Mr. Carl,male,0,0,350417, £7.85 ,Southampton,middle age,Third class,survivor
571, Mr. George,male,0,0,S.W./PP 752, £10.50 ,Southampton,old,Second class,survivor
572, Mrs. Edward Dale,female,2,0,11769, £51.48 ,Southampton,old,First class,survivor
573, Mr. John Irwin,male,0,0,PC 17474, £26.39 ,Southampton,middle age,First class,survivor
575, Mr. Alfred George,male,0,0,A/4. 20589, £8.05 ,Southampton,Teen,Third class,dead
576, Mr. George,male,0,0,358585, £14.50 ,Southampton,Youth,Third class,dead
577, Miss. Ethel,female,0,0,243880, £13.00 ,Southampton,middle age,Second class,survivor
578, Mrs. William Baird,female,1,0,13507, £55.90 ,Southampton,middle age,First class,survivor
580, Mr. Eiriik,male,0,0,STON/O 2. 3101286, £7.92 ,Southampton,middle age,Third class,survivor
581, Miss. Julie Rachel,female,1,1,237789, £30.00 ,Southampton,Youth,Second class,survivor
582, Mrs. John Borland,female,1,1,17421, £110.88 ,Cherbourg,middle age,First class,survivor
583, Mr. William James,male,0,0,28403, £26.00 ,Southampton,old,Second class,dead
584, Mr. John Hugo,male,0,0,13049, £40.12 ,Cherbourg,middle age,First class,dead
586, Miss. Ruth,female,0,2,110413, £79.65 ,Southampton,Youth,First class,survivor
587, Mr. John Denzil,male,0,0,237565, £15.00 ,Southampton,middle age,Second class,dead
588, Mr. Maxmillian,male,1,1,13567, £79.20 ,Cherbourg,old,First class,survivor
589, Mr. Eliezer,male,0,0,14973, £8.05 ,Southampton,Youth,Third class,dead
591, Mr. Matti,male,0,0,STON/O 2. 3101273, £7.12 ,Southampton,middle age,Third class,dead
592, Mrs. Walter Bertram,female,1,0,36947, £78.27 ,Cherbourg,old,First class,survivor
593, Mr. William James,male,0,0,A/5 3902, £7.25 ,Southampton,middle age,Third class,dead
595, Mr. John Henry,male,1,0,SC/AH 29037, £26.00 ,Southampton,middle age,Second class,dead
596, Mr. Jean Baptiste,male,1,1,345773, £24.15 ,Southampton,middle age,Third class,dead
598, Mr. Alfred,male,0,0,LINE, £-   ,Southampton,middle age,Third class,dead
600, Sir. Cosmo Edmund,male,1,0,PC 17485, £56.93 ,Cherbourg,middle age,First class,survivor
601, Mrs. Sidney Samuel,female,2,1,243847, £27.00 ,Southampton,Youth,Second class,survivor
604, Mr. Ernst William,male,0,0,364511, £8.05 ,Southampton,middle age,Third class,dead
605," Mr. Harry Mr""",male,0,0,111426, £26.55 ,Cherbourg,middle age,First class,survivor
606, Mr. Edvard Bengtsson,male,1,0,349910, £15.55 ,Southampton,middle age,Third class,dead
607, Mr. Milan,male,0,0,349246, £7.90 ,Southampton,Youth,Third class,dead
608, Mr. Robert Williams,male,0,0,113804, £30.50 ,Southampton,Youth,First class,survivor
609, Mrs. Joseph Juliette,female,1,2,SC/Paris 2123, £41.58 ,Cherbourg,Youth,Second class,survivor
610, Miss. Elizabeth W,female,0,0,PC 17582, £153.46 ,Southampton,middle age,First class,survivor
611, Mrs. Anders Johan,female,1,5,347082, £31.28 ,Southampton,middle age,Third class,dead
615, Mr. William Alfred,male,0,0,364512, £8.05 ,Southampton,middle age,Third class,dead
616, Miss. Alice,female,1,2,220845, £65.00 ,Southampton,Youth,Second class,survivor
617, Mr. Ernst Gilbert,male,1,1,347080, £14.40 ,Southampton,middle age,Third class,dead
618, Mrs. William Arthur,female,1,0,A/5. 3336, £16.10 ,Southampton,Youth,Third class,dead
619, Miss. Marion Louise,female,2,1,230136, £39.00 ,Southampton,kid,Second class,survivor
620, Mr. Lawrence,male,0,0,31028, £10.50 ,Southampton,Youth,Second class,dead
621, Mr. Antoni,male,1,0,2659, £14.45 ,Cherbourg,Youth,Third class,dead
622, Mr. Edwin Nelson,male,1,0,11753, £52.55 ,Southampton,middle age,First class,survivor
623, Mr. Sahid,male,1,1,2653, £15.74 ,Cherbourg,Youth,Third class,survivor
624, Mr. Henry Damsgaard,male,0,0,350029, £7.85 ,Southampton,Youth,Third class,dead
625, Mr. David John,male,0,0,54636, £16.10 ,Southampton,Youth,Third class,dead
626, Mr. Frederick,male,0,0,36963, £32.32 ,Southampton,old,First class,dead
627, Rev. Charles Leonard,male,0,0,219533, £12.35 ,Queenstown,old,Second class,dead
628, Miss. Gretchen Fiske,female,0,0,13502, £77.96 ,Southampton,Youth,First class,survivor
629, Mr. Guentcho,male,0,0,349224, £7.90 ,Southampton,Youth,Third class,dead
631, Mr. Algernon Henry,male,0,0,27042, £30.00 ,Southampton,old,First class,survivor
632, Mr. Johan Svensson,male,0,0,347743, £7.05 ,Southampton,old,Third class,dead
633, Dr. Max,male,0,0,13214, £30.50 ,Cherbourg,middle age,First class,survivor
635, Miss. Mabel,female,3,2,347088, £27.90 ,Southampton,kid,Third class,dead
636, Miss. Mary,female,0,0,237668, £13.00 ,Southampton,Youth,Second class,survivor
637, Mr. Antti Gustaf,male,0,0,STON/O 2. 3101292, £7.92 ,Southampton,middle age,Third class,dead
638, Mr. Harvey,male,1,1,C.A. 31921, £26.25 ,Southampton,middle age,Second class,dead
639, Mrs. Juha Maria,female,0,5,3101295, £39.69 ,Southampton,middle age,Third class,dead
641, Mr. Hans Peder,male,0,0,350050, £7.85 ,Southampton,Youth,Third class,dead
642, Mlle. Emma,female,0,0,PC 17477, £69.30 ,Cherbourg,Youth,First class,survivor
643, Miss. Margit Elizabeth,female,3,2,347088, £27.90 ,Southampton,kid,Third class,dead
645, Miss. Eugenie,female,2,1,2666, £19.26 ,Cherbourg,kid,Third class,survivor
646, Mr. Henry Sleeper,male,1,0,PC 17572, £76.73 ,Cherbourg,middle age,First class,survivor
647, Mr. Liudevit,male,0,0,349231, £7.90 ,Southampton,Youth,Third class,dead
648, Col. Oberst Alfons,male,0,0,13213, £35.50 ,Cherbourg,old,First class,survivor
650, Miss. Amy Zillah,female,0,0,CA. 2314, £7.55 ,Southampton,Youth,Third class,survivor
652, Miss. Elsie,female,0,1,231919, £23.00 ,Southampton,Youth,Second class,survivor
653, Mr. Johannes Halvorsen,male,0,0,8475, £8.43 ,Southampton,Youth,Third class,dead
655," Miss. Hanora Nora""""""""",female,0,0,365226, £6.75 ,Queenstown,Youth,Third class,dead
656, Mr. Leonard Mark,male,2,0,S.O.C. 14879, £73.50 ,Southampton,Youth,Second class,dead
658, Mrs. John Catherine,female,1,1,364849, £15.50 ,Queenstown,middle age,Third class,dead
659, Mr. George Floyd,male,0,0,29751, £13.00 ,Southampton,Youth,Second class,dead
660, Mr. Arthur Webster,male,0,2,35273, £113.28 ,Cherbourg,old,First class,dead
661, Dr. Henry William,male,2,0,PC 17611, £133.65 ,Southampton,middle age,First class,survivor
662, Mr. Mohamed,male,0,0,2623, £7.22 ,Cherbourg,middle age,Third class,dead
663, Mr. Edward Pomeroy,male,0,0,5727, £25.59 ,Southampton,middle age,First class,dead
664, Mr. Peju,male,0,0,349210, £7.50 ,Southampton,middle age,Third class,dead
665, Mr. Eino William,male,1,0,STON/O 2. 3101285, £7.92 ,Southampton,Youth,Third class,survivor
666, Mr. Lewis,male,2,0,S.O.C. 14879, £73.50 ,Southampton,middle age,Second class,dead
667, Mr. Reginald Fenton,male,0,0,234686, £13.00 ,Southampton,Youth,Second class,dead
669, Mr. Jacob,male,0,0,A/5 3536, £8.05 ,Southampton,middle age,Third class,dead
671, Mrs. Thomas William,female,1,1,29750, £39.00 ,Southampton,middle age,Second class,survivor
672, Mr. Thornton,male,1,0,F.C. 12750, £52.00 ,Southampton,middle age,First class,dead
673, Mr. Henry Michael,male,0,0,C.A. 24580, £10.50 ,Southampton,old,Second class,dead
674, Mr. Charles,male,0,0,244270, £13.00 ,Southampton,middle age,Second class,survivor
676, Mr. Gustaf Hjalmar,male,0,0,349912, £7.78 ,Southampton,Youth,Third class,dead
677, Mr. Frederick Charles,male,0,0,342826, £8.05 ,Southampton,Youth,Third class,dead
678, Miss. Anna Sofia,female,0,0,4138, £9.84 ,Southampton,Youth,Third class,survivor
679, Mrs. Frederick Augusta,female,1,6,CA 2144, £46.90 ,Southampton,middle age,Third class,dead
680, Mr. Thomas Drake,male,0,1,PC 17755, £512.33 ,Cherbourg,middle age,First class,survivor
682, Mr. Hammad,male,0,0,PC 17572, £76.73 ,Cherbourg,Youth,First class,survivor
683, Mr. Thor Anderson,male,0,0,6563, £9.22 ,Southampton,Youth,Third class,dead
684, Mr. Charles Edward,male,5,2,CA 2144, £46.90 ,Southampton,Teen,Third class,dead
685, Mr. Thomas William,male,1,1,29750, £39.00 ,Southampton,old,Second class,dead
686, Mr. Joseph Philippe,male,1,2,SC/Paris 2123, £41.58 ,Cherbourg,Youth,Second class,dead
687, Mr. Jaako Arnold,male,4,1,3101295, £39.69 ,Southampton,Teen,Third class,dead
688, Mr. Branko,male,0,0,349228, £10.17 ,Southampton,Youth,Third class,dead
689, Mr. Eberhard Thelander,male,0,0,350036, £7.80 ,Southampton,Youth,Third class,dead
690, Miss. Georgette Alexandra,female,0,1,24160, £211.34 ,Southampton,Teen,First class,survivor
691, Mr. Albert Adrian,male,1,0,17474, £57.00 ,Southampton,middle age,First class,survivor
692, Miss. Manca,female,0,1,349256, £13.42 ,Cherbourg,kid,Third class,survivor
694, Mr. Khalil,male,0,0,2672, £7.22 ,Cherbourg,Youth,Third class,dead
695, Col. John,male,0,0,113800, £26.55 ,Southampton,old,First class,dead
696, Mr. Charles Henry,male,0,0,248731, £13.50 ,Southampton,old,Second class,dead
697, Mr. James,male,0,0,363592, £8.05 ,Southampton,middle age,Third class,dead
699, Mr. John Borland,male,1,1,17421, £110.88 ,Cherbourg,middle age,First class,dead
700, Mr. Adolf Mathias,male,0,0,348121, £7.65 ,Southampton,middle age,Third class,dead
701, Mrs. John Jacob,female,1,0,PC 17757, £227.52 ,Cherbourg,Youth,First class,survivor
702, Mr. Spencer Victor,male,0,0,PC 17475, £26.29 ,Southampton,middle age,First class,survivor
703, Miss. Saiide,female,0,1,2691, £14.45 ,Cherbourg,Youth,Third class,dead
704, Mr. Martin,male,0,0,36864, £7.74 ,Queenstown,Youth,Third class,dead
705, Mr. Henrik Juul,male,1,0,350025, £7.85 ,Southampton,Youth,Third class,dead
706, Mr. Henry Samuel,male,0,0,250655, £26.00 ,Southampton,middle age,Second class,dead
707," Mrs. Florence Fannie""""""""",female,0,0,223596, £13.50 ,Southampton,middle age,Second class,survivor
708, Mr. Edward Pennington,male,0,0,PC 17476, £26.29 ,Southampton,middle age,First class,survivor
709, Miss. Alice,female,0,0,113781, £151.55 ,Southampton,Youth,First class,survivor
711, Mlle. Berthe Antonine,female,0,0,PC 17482, £49.50 ,Cherbourg,Youth,First class,survivor
713, Mr. Elmer Zebley,male,1,0,19996, £52.00 ,Southampton,middle age,First class,survivor
714, Mr. August Viktor,male,0,0,7545, £9.48 ,Southampton,Youth,Third class,dead
715, Mr. Samuel,male,0,0,250647, £13.00 ,Southampton,old,Second class,dead
716, Mr. Peter Andreas,male,0,0,348124, £7.65 ,Southampton,Youth,Third class,dead
717, Miss. Caroline Louise,female,0,0,PC 17757, £227.52 ,Cherbourg,middle age,First class,survivor
718, Miss. Edwina Celia,female,0,0,34218, £10.50 ,Southampton,Youth,Second class,survivor
720, Mr. Malkolm Joackim,male,0,0,347062, £7.78 ,Southampton,middle age,Third class,dead
721, Miss. Annie Jessie,female,0,1,248727, £33.00 ,Southampton,kid,Second class,survivor
722, Mr. Svend Lauritz,male,1,0,350048, £7.05 ,Southampton,Teen,Third class,dead
723, Mr. William Henry,male,0,0,12233, £13.00 ,Southampton,middle age,Second class,dead
724, Mr. Henry Price,male,0,0,250643, £13.00 ,Southampton,middle age,Second class,dead
725, Mr. Norman Campbell,male,1,0,113806, £53.10 ,Southampton,Youth,First class,survivor
726, Mr. Luka,male,0,0,315094, £8.66 ,Southampton,Youth,Third class,dead
727, Mrs. Peter Henry,female,3,0,31027, £21.00 ,Southampton,Youth,Second class,survivor
729, Mr. Kurt Arnold,male,1,0,236853, £26.00 ,Southampton,Youth,Second class,dead
730, Miss. Pieta Sofia,female,1,0,STON/O2. 3101271, £7.92 ,Southampton,Youth,Third class,dead
731, Miss. Elisabeth Walton,female,0,0,24160, £211.34 ,Southampton,Youth,First class,survivor
732, Mr. Houssein G,male,0,0,2699, £18.79 ,Cherbourg,Teen,Third class,dead
734, Mr. William John,male,0,0,28425, £13.00 ,Southampton,Youth,Second class,dead
735, Mr. Moses Aaron,male,0,0,233639, £13.00 ,Southampton,Youth,Second class,dead
736, Mr. Leslie,male,0,0,54636, £16.10 ,Southampton,Youth,Third class,dead
737, Mrs. Edward Margaret,female,1,3,W./C. 6608, £34.38 ,Southampton,middle age,Third class,dead
738, Mr. Gustave J,male,0,0,PC 17755, £512.33 ,Cherbourg,middle age,First class,survivor
742, Mr. Tyrell William,male,1,0,19877, £78.85 ,Southampton,middle age,First class,dead
743, Miss. Susan Parker,female,2,2,PC 17608, £262.38 ,Cherbourg,Youth,First class,survivor
744, Mr. Neal,male,1,0,376566, £16.10 ,Southampton,Youth,Third class,dead
745, Mr. Juho,male,0,0,STON/O 2. 3101288, £7.92 ,Southampton,middle age,Third class,survivor
746, Capt. Edward Gifford,male,1,1,WE/P 5735, £71.00 ,Southampton,old,First class,dead
747, Mr. Rossmore Edward,male,1,1,C.A. 2673, £20.25 ,Southampton,Teen,Third class,dead
